TraumaChek Data File,,,,,,,,,,,,,
,,,,,,,,,,,,,
Test Date:,2025-04-21,,,,,,,,,,,,
Test ID:,NULL,,,,,,,,,,,,
,,,,,,,,,,,,,
Output Parameters:,,,,,,,,,,,,,
,Channel 1,Channel 2,Channel 3,Channel 4,,,,,,,,,
3.917,181.109,178.155,138.105,141.416,0.000,0.000,0.000,0.000,-6.190,0.0,0.0,0.0,0.0
3.933,181.232,178.281,137.921,141.322,0.000,0.000,0.000,0.000,-6.210,0.0,0.0,0.0,0.0
3.950,181.378,178.423,137.742,141.216,0.000,0.000,0.000,0.000,-6.210,0.0,0.0,0.0,0.0
3.967,181.501,178.553,137.546,141.112,0.000,0.000,0.000,0.000,-6.250,0.0,0.0,0.0,0.0
3.983,181.644,178.720,137.402,140.992,0.000,0.000,0.000,0.000,-6.250,0.0,0.0,0.0,0.0
4.000,181.786,178.855,137.230,140.873,0.000,0.000,0.000,0.000,-6.270,0.0,0.0,0.0,0.0
4.017,181.917,179.000,137.044,140.755,0.000,0.000,0.000,0.000,-6.270,0.0,0.0,0.0,0.0
4.033,182.045,179.152,136.876,140.650,0.000,0.000,0.000,0.000,-6.290,0.0,0.0,0.0,0.0
4.050,182.192,179.303,136.714,140.565,0.000,0.000,0.000,0.000,-6.290,0.0,0.0,0.0,0.0
4.067,182.347,179.450,136.554,140.477,0.000,0.000,0.000,0.000,-6.330,0.0,0.0,0.0,0.0
4.083,182.485,179.574,136.419,140.367,0.000,0.000,0.000,0.000,-6.330,0.0,0.0,0.0,0.0
4.100,182.626,179.716,136.231,140.255,0.000,0.000,0.000,0.000,-6.350,0.0,0.0,0.0,0.0
4.117,182.765,179.871,136.072,140.118,0.000,0.000,0.000,0.000,-6.350,0.0,0.0,0.0,0.0
4.133,182.920,180.037,135.929,140.006,0.000,0.000,0.000,0.000,-6.390,0.0,0.0,0.0,0.0
4.150,183.061,180.160,135.741,139.908,0.000,0.000,0.000,0.000,-6.390,0.0,0.0,0.0,0.0
4.167,183.171,180.321,135.619,139.804,0.000,0.000,0.000,0.000,-6.410,0.0,0.0,0.0,0.0
4.183,183.287,180.455,135.485,139.685,0.000,0.000,0.000,0.000,-6.410,0.0,0.0,0.0,0.0
4.200,183.420,180.616,135.302,139.560,0.000,0.000,0.000,0.000,-6.450,0.0,0.0,0.0,0.0
4.217,183.553,180.755,135.149,139.444,0.000,0.000,0.000,0.000,-6.450,0.0,0.0,0.0,0.0
4.233,183.664,180.895,135.000,139.326,0.000,0.000,0.000,0.000,-6.470,0.0,0.0,0.0,0.0
