TraumaChek Data File,,,,,,,,,,,,,
,,,,,,,,,,,,,
Test Date:,2025-04-15,,,,,,,,,,,,
Test ID:,NULL,,,,,,,,,,,,
,,,,,,,,,,,,,
Output Parameters:,,,,,,,,,,,,,
,Channel 1,Channel 2,Channel 3,Channel 4,,,,,,,,,
3.983,179.435,178.254,122.577,128.979,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.000,179.337,178.142,122.573,128.977,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.017,179.223,178.019,122.568,128.967,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.033,179.029,177.765,122.590,128.986,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.050,178.933,177.650,122.594,128.981,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.067,178.857,177.553,122.593,128.968,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.083,178.765,177.436,122.591,128.963,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.100,178.681,177.324,122.559,128.960,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.117,178.311,176.806,122.569,128.992,0.000,0.000,0.000,0.000,21.510,0.0,0.0,0.0,0.0
4.133,178.221,176.680,122.564,128.967,0.000,0.000,0.000,0.000,21.510,0.0,0.0,0.0,0.0
4.150,178.156,176.572,122.561,128.964,0.000,0.000,0.000,0.000,21.510,0.0,0.0,0.0,0.0
4.167,178.075,176.467,122.557,128.952,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.183,178.014,176.349,122.556,128.975,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.200,177.932,176.248,122.585,128.998,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.217,177.829,176.147,122.582,128.990,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.233,177.729,176.030,122.579,128.963,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.250,177.655,175.921,122.599,128.963,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.267,177.577,175.821,122.604,128.962,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.283,176.579,174.569,122.460,128.942,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.300,176.514,174.508,122.461,128.915,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.317,176.464,174.430,122.485,128.908,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.333,174.014,171.373,122.512,128.817,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.350,173.961,171.329,122.512,128.785,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.367,173.939,171.292,122.511,128.759,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.383,173.929,171.230,122.509,128.751,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.400,173.918,171.188,122.481,128.717,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.417,173.881,171.147,122.485,128.709,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.433,173.824,171.083,122.482,128.701,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.450,173.769,171.039,122.479,128.668,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.467,173.740,170.998,122.479,128.640,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.483,173.709,170.962,122.475,128.633,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.500,173.678,170.945,122.477,128.609,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.517,173.648,170.904,122.451,128.604,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.533,173.615,170.865,122.432,128.625,0.000,0.000,0.000,0.000,21.520,0.0,0.0,0.0,0.0
4.550,171.535,168.494,122.285,127.774,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.567,171.519,168.494,122.283,127.764,0.000,0.000,0.000,0.000,21.540,0.0,0.0,0.0,0.0
4.583,171.501,168.459,122.277,127.749,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.600,171.462,168.440,122.257,127.742,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.617,171.160,168.072,122.242,127.584,0.000,0.000,0.000,0.000,21.550,0.0,0.0,0.0,0.0
4.633,171.148,168.033,122.215,127.548,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.650,171.154,168.009,122.217,127.540,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.667,171.140,168.016,122.189,127.532,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.683,171.127,167.975,122.210,127.494,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.700,171.108,167.957,122.206,127.456,0.000,0.000,0.000,0.000,21.570,0.0,0.0,0.0,0.0
4.717,171.069,167.917,122.204,127.444,0.000,0.000,0.000,0.000,21.580,0.0,0.0,0.0,0.0
4.733,171.053,167.903,122.233,127.465,0.000,0.000,0.000,0.000,21.600,0.0,0.0,0.0,0.0
4.750,171.036,167.906,122.214,127.459,0.000,0.000,0.000,0.000,21.600,0.0,0.0,0.0,0.0
4.767,171.046,167.914,122.212,127.440,0.000,0.000,0.000,0.000,21.610,0.0,0.0,0.0,0.0
4.783,171.059,167.923,122.216,127.407,0.000,0.000,0.000,0.000,21.610,0.0,0.0,0.0,0.0
4.800,171.029,167.908,122.213,127.395,0.000,0.000,0.000,0.000,21.610,0.0,0.0,0.0,0.0
4.817,171.015,167.897,122.213,127.388,0.000,0.000,0.000,0.000,21.610,0.0,0.0,0.0,0.0
4.833,171.029,167.862,122.239,127.389,0.000,0.000,0.000,0.000,21.620,0.0,0.0,0.0,0.0
4.850,171.015,167.847,122.216,127.383,0.000,0.000,0.000,0.000,21.620,0.0,0.0,0.0,0.0
4.867,170.999,167.835,122.240,127.399,0.000,0.000,0.000,0.000,21.620,0.0,0.0,0.0,0.0
4.883,171.003,167.824,122.241,127.395,0.000,0.000,0.000,0.000,21.640,0.0,0.0,0.0,0.0
4.900,170.966,167.830,122.237,127.361,0.000,0.000,0.000,0.000,21.640,0.0,0.0,0.0,0.0
4.917,170.783,167.709,122.224,127.354,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
4.933,170.795,167.696,122.215,127.379,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
4.950,170.779,167.682,122.218,127.377,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
4.967,170.792,167.682,122.220,127.376,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
4.983,170.803,167.670,122.211,127.356,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
5.000,170.768,167.636,122.202,127.331,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
5.017,170.763,167.628,122.193,127.329,0.000,0.000,0.000,0.000,21.650,0.0,0.0,0.0,0.0
5.033,170.746,167.639,122.180,127.319,0.000,0.000,0.000,0.000,21.670,0.0,0.0,0.0,0.0
5.050,170.756,167.626,122.199,127.290,0.000,0.000,0.000,0.000,21.680,0.0,0.0,0.0,0.0
5.067,170.744,167.606,122.178,127.290,0.000,0.000,0.000,0.000,21.680,0.0,0.0,0.0,0.0
5.083,170.735,167.572,122.164,127.283,0.000,0.000,0.000,0.000,21.680,0.0,0.0,0.0,0.0
5.100,170.278,167.138,122.215,127.297,0.000,0.000,0.000,0.000,21.680,0.0,0.0,0.0,0.0
5.117,170.287,167.130,122.218,127.295,0.000,0.000,0.000,0.000,21.770,0.0,0.0,0.0,0.0
5.133,170.257,167.123,122.235,127.270,0.000,0.000,0.000,0.000,21.780,0.0,0.0,0.0,0.0
5.150,170.233,167.139,122.275,127.237,0.000,0.000,0.000,0.000,21.780,0.0,0.0,0.0,0.0
5.167,170.117,167.074,122.414,127.072,0.000,0.000,0.000,0.000,21.800,0.0,0.0,0.0,0.0
5.183,170.126,167.083,122.423,127.081,0.000,0.000,0.000,0.000,21.800,0.0,0.0,0.0,0.0
5.200,170.126,167.044,122.435,127.108,0.000,0.000,0.000,0.000,21.810,0.0,0.0,0.0,0.0
5.217,170.121,167.029,122.451,127.113,0.000,0.000,0.000,0.000,21.810,0.0,0.0,0.0,0.0
5.233,170.130,167.042,122.455,127.124,0.000,0.000,0.000,0.000,21.830,0.0,0.0,0.0,0.0
5.250,170.117,167.014,122.452,127.158,0.000,0.000,0.000,0.000,21.840,0.0,0.0,0.0,0.0
5.267,170.106,167.011,122.474,127.194,0.000,0.000,0.000,0.000,21.840,0.0,0.0,0.0,0.0
5.283,169.375,166.319,122.153,127.660,0.000,0.000,0.000,0.000,22.040,0.0,0.0,0.0,0.0
5.300,169.362,166.311,122.157,127.662,0.000,0.000,0.000,0.000,22.030,0.0,0.0,0.0,0.0
5.317,169.359,166.293,122.146,127.664,0.000,0.000,0.000,0.000,22.030,0.0,0.0,0.0,0.0
5.333,169.352,166.309,122.128,127.654,0.000,0.000,0.000,0.000,22.030,0.0,0.0,0.0,0.0
5.350,169.321,166.308,122.115,127.663,0.000,0.000,0.000,0.000,22.050,0.0,0.0,0.0,0.0
5.367,169.311,166.308,122.117,127.670,0.000,0.000,0.000,0.000,22.050,0.0,0.0,0.0,0.0
5.383,169.303,166.326,122.109,127.672,0.000,0.000,0.000,0.000,22.110,0.0,0.0,0.0,0.0
5.400,169.316,166.339,122.085,127.673,0.000,0.000,0.000,0.000,22.110,0.0,0.0,0.0,0.0
5.417,169.304,166.309,122.074,127.653,0.000,0.000,0.000,0.000,22.160,0.0,0.0,0.0,0.0
5.433,169.272,166.297,122.064,127.633,0.000,0.000,0.000,0.000,22.160,0.0,0.0,0.0,0.0
5.450,169.283,166.266,122.087,127.637,0.000,0.000,0.000,0.000,22.170,0.0,0.0,0.0,0.0
5.467,169.300,166.279,122.109,127.641,0.000,0.000,0.000,0.000,22.180,0.0,0.0,0.0,0.0
5.483,169.287,166.286,122.122,127.649,0.000,0.000,0.000,0.000,22.180,0.0,0.0,0.0,0.0
5.500,169.294,166.294,122.152,127.665,0.000,0.000,0.000,0.000,22.160,0.0,0.0,0.0,0.0
5.517,169.279,166.274,122.125,127.668,0.000,0.000,0.000,0.000,22.160,0.0,0.0,0.0,0.0
5.533,169.268,166.267,122.133,127.670,0.000,0.000,0.000,0.000,22.140,0.0,0.0,0.0,0.0
5.550,169.153,166.269,122.171,127.750,0.000,0.000,0.000,0.000,22.130,0.0,0.0,0.0,0.0
5.567,169.136,166.262,122.144,127.751,0.000,0.000,0.000,0.000,22.130,0.0,0.0,0.0,0.0
5.583,169.113,166.262,122.128,127.743,0.000,0.000,0.000,0.000,22.110,0.0,0.0,0.0,0.0
5.600,169.042,166.231,122.117,127.729,0.000,0.000,0.000,0.000,22.140,0.0,0.0,0.0,0.0
5.617,169.028,166.233,122.091,127.706,0.000,0.000,0.000,0.000,22.170,0.0,0.0,0.0,0.0
5.633,169.013,166.232,122.068,127.682,0.000,0.000,0.000,0.000,22.140,0.0,0.0,0.0,0.0
5.650,168.925,166.089,122.146,127.704,0.000,0.000,0.000,0.000,22.180,0.0,0.0,0.0,0.0
5.667,168.906,166.052,122.167,127.708,0.000,0.000,0.000,0.000,22.170,0.0,0.0,0.0,0.0
5.683,168.876,166.041,122.170,127.736,0.000,0.000,0.000,0.000,22.170,0.0,0.0,0.0,0.0
5.700,168.880,166.035,122.172,127.757,0.000,0.000,0.000,0.000,22.200,0.0,0.0,0.0,0.0
5.717,168.860,166.003,122.160,127.761,0.000,0.000,0.000,0.000,22.210,0.0,0.0,0.0,0.0
5.733,168.855,165.991,122.163,127.763,0.000,0.000,0.000,0.000,22.210,0.0,0.0,0.0,0.0
5.750,168.842,165.971,122.181,127.792,0.000,0.000,0.000,0.000,22.210,0.0,0.0,0.0,0.0
5.767,168.807,165.962,122.182,127.815,0.000,0.000,0.000,0.000,22.230,0.0,0.0,0.0,0.0
5.783,168.781,165.957,122.190,127.818,0.000,0.000,0.000,0.000,22.230,0.0,0.0,0.0,0.0
5.800,168.769,165.954,122.191,127.820,0.000,0.000,0.000,0.000,22.230,0.0,0.0,0.0,0.0
5.817,168.756,165.972,122.173,127.823,0.000,0.000,0.000,0.000,22.210,0.0,0.0,0.0,0.0
5.833,168.701,165.976,122.177,127.830,0.000,0.000,0.000,0.000,22.210,0.0,0.0,0.0,0.0
5.850,168.691,165.970,122.167,127.840,0.000,0.000,0.000,0.000,22.230,0.0,0.0,0.0,0.0
5.867,168.522,165.964,122.226,127.917,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
5.883,168.501,165.959,122.227,127.919,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
5.900,168.486,165.954,122.225,127.918,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
5.917,168.487,165.949,122.222,127.918,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
5.933,168.477,165.925,122.223,127.920,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
5.950,168.459,165.921,122.230,127.919,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
5.967,168.056,165.744,122.294,127.850,0.000,0.000,0.000,0.000,22.360,0.0,0.0,0.0,0.0
5.983,168.072,165.761,122.278,127.882,0.000,0.000,0.000,0.000,22.370,0.0,0.0,0.0,0.0
6.000,168.035,165.737,122.326,127.887,0.000,0.000,0.000,0.000,22.370,0.0,0.0,0.0,0.0
6.017,168.032,165.720,122.328,127.892,0.000,0.000,0.000,0.000,22.370,0.0,0.0,0.0,0.0
6.033,168.001,165.736,122.330,127.895,0.000,0.000,0.000,0.000,22.370,0.0,0.0,0.0,0.0
6.050,167.970,165.733,122.348,127.868,0.000,0.000,0.000,0.000,22.370,0.0,0.0,0.0,0.0
6.067,167.168,165.284,122.533,127.970,0.000,0.000,0.000,0.000,22.560,0.0,0.0,0.0,0.0
6.083,167.162,165.287,122.521,127.973,0.000,0.000,0.000,0.000,22.560,0.0,0.0,0.0,0.0
6.100,166.902,165.108,122.508,128.017,0.000,0.000,0.000,0.000,22.560,0.0,0.0,0.0,0.0
6.117,166.899,165.131,122.482,127.994,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.133,166.897,165.134,122.483,127.966,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.150,166.878,165.131,122.503,127.962,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.167,166.862,165.152,122.504,127.960,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.183,166.854,165.149,122.477,127.936,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.200,166.835,165.145,122.493,127.926,0.000,0.000,0.000,0.000,22.500,0.0,0.0,0.0,0.0
6.217,166.824,165.166,122.495,127.926,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.233,166.816,165.164,122.466,127.921,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.250,166.820,165.153,122.459,127.927,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.267,166.778,165.068,122.572,128.011,0.000,0.000,0.000,0.000,22.490,0.0,0.0,0.0,0.0
6.283,166.766,165.085,122.562,128.024,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.300,166.751,165.084,122.560,128.002,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.317,166.739,165.105,122.589,128.031,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.333,166.736,165.108,122.590,128.009,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.350,166.723,165.126,122.616,128.009,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.367,166.716,165.147,122.617,127.987,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.383,166.718,165.144,122.618,127.988,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.400,166.717,165.119,122.621,127.993,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.417,166.612,164.983,122.561,127.919,0.000,0.000,0.000,0.000,22.460,0.0,0.0,0.0,0.0
6.433,166.614,164.981,122.563,127.920,0.000,0.000,0.000,0.000,22.410,0.0,0.0,0.0,0.0
6.450,166.604,164.959,122.595,127.925,0.000,0.000,0.000,0.000,22.410,0.0,0.0,0.0,0.0
6.467,166.604,164.983,122.567,127.946,0.000,0.000,0.000,0.000,22.400,0.0,0.0,0.0,0.0
6.483,166.580,164.979,122.582,127.931,0.000,0.000,0.000,0.000,22.400,0.0,0.0,0.0,0.0
6.500,166.561,164.977,122.585,127.932,0.000,0.000,0.000,0.000,22.410,0.0,0.0,0.0,0.0
6.517,166.559,164.998,122.586,127.955,0.000,0.000,0.000,0.000,22.410,0.0,0.0,0.0,0.0
6.533,166.559,164.996,122.589,127.977,0.000,0.000,0.000,0.000,22.410,0.0,0.0,0.0,0.0
6.550,166.542,164.996,122.606,127.985,0.000,0.000,0.000,0.000,22.400,0.0,0.0,0.0,0.0
6.567,166.546,164.993,122.580,127.994,0.000,0.000,0.000,0.000,22.400,0.0,0.0,0.0,0.0
6.583,166.503,164.946,122.630,127.958,0.000,0.000,0.000,0.000,22.400,0.0,0.0,0.0,0.0
6.600,166.508,164.924,122.600,127.953,0.000,0.000,0.000,0.000,22.330,0.0,0.0,0.0,0.0
6.617,166.494,164.924,122.572,127.954,0.000,0.000,0.000,0.000,22.330,0.0,0.0,0.0,0.0
6.633,166.485,164.925,122.571,127.973,0.000,0.000,0.000,0.000,22.330,0.0,0.0,0.0,0.0
6.650,166.500,164.921,122.571,127.985,0.000,0.000,0.000,0.000,22.330,0.0,0.0,0.0,0.0
6.667,166.501,164.897,122.541,128.005,0.000,0.000,0.000,0.000,22.330,0.0,0.0,0.0,0.0
6.683,166.294,164.910,122.679,128.032,0.000,0.000,0.000,0.000,22.240,0.0,0.0,0.0,0.0
6.700,166.304,164.908,122.681,128.034,0.000,0.000,0.000,0.000,22.240,0.0,0.0,0.0,0.0
6.717,166.290,164.929,122.706,128.029,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
6.733,166.306,164.925,122.735,128.028,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
6.750,166.311,164.923,122.706,128.029,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
6.767,166.308,164.923,122.710,128.037,0.000,0.000,0.000,0.000,22.240,0.0,0.0,0.0,0.0
6.783,166.307,164.942,122.709,128.042,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.800,166.306,164.954,122.705,128.018,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.817,166.319,164.955,122.720,128.022,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.833,166.317,164.931,122.695,128.022,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.850,166.309,164.925,122.666,127.999,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.867,166.298,164.921,122.664,127.996,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.883,166.313,164.846,122.650,128.030,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.900,166.317,164.838,122.645,128.030,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.917,166.316,164.858,122.672,128.018,0.000,0.000,0.000,0.000,22.280,0.0,0.0,0.0,0.0
6.933,166.306,164.837,122.700,128.037,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.950,166.172,164.829,122.651,128.006,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.967,166.181,164.811,122.690,128.018,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
6.983,166.190,164.822,122.676,128.003,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
7.000,166.253,164.855,122.692,128.042,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
7.017,166.262,164.849,122.656,128.042,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
7.033,166.259,164.843,122.649,128.042,0.000,0.000,0.000,0.000,22.270,0.0,0.0,0.0,0.0
7.050,166.233,164.845,122.629,128.034,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
7.067,166.234,164.822,122.629,128.039,0.000,0.000,0.000,0.000,22.260,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
